,term,weight,occurrences,documents_in,sentences_in
8059,slavery,0.0002004832197433058,1,doc1.txt,"As Lincoln organized the forces arrayed against slavery, he was heard to say: ""Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."""
8060,slavery heard,0.0002004832197433058,1,,
8061,sleep,0.00020716567335444996,1,doc2.txt,"We are more compassionate than a government that lets veterans sleep on our streets and families slide into poverty; that sits on its hands while a major American city drowns before our eyes. 
        
        In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
8062,sleep streets,0.00020716567335444996,1,,
8063,sleeps,0.000152886105259444,1,doc2.txt,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
8064,sleeps just,0.000152886105259444,1,doc2.txt,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
8065,sleeves,0.0001548062612552383,1,doc1.txt,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems."
8066,sleeves building,0.0001548062612552383,1,,
8067,slept,0.00021915861439368776,1,doc4.txt,"I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi."
8068,slept couch,0.00021915861439368776,1,,
8069,slide,0.00020716567335444996,1,doc2.txt,We are more compassionate than a government that lets veterans sleep on our streets and families slide into poverty; that sits on its hands while a major American city drowns before our eyes.
8070,slide poverty,0.00020716567335444996,1,,
8071,slogan,0.0004926914940588652,2,"doc5.txt, doc3.txt","That policy-by-slogan will no longer pass as an acceptable form of debate in this country. 
        
        He was talking about what an awful job his own party has done governing this country, and he said that with all the mistakes and misjudgments the Republicans have made over the last six years, the slogan for the Democrats should come down to just two words:
Had enough?"
8072,slogan democrats,0.00022335162977069962,1,,
8073,slogan longer,0.0002989566371343608,1,,
8074,slough,0.0001539908424369834,1,doc1.txt,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you."
8075,slough fear,0.0001539908424369834,1,,
8076,slowly,0.00031040346314661514,1,doc6.txt,"In Donetsk, I stood among piles of conventional weapons that were slowly being dismantled."
8077,slowly dismantled,0.00031040346314661514,1,,
8078,slumber,0.0001539908424369834,1,doc1.txt,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you."
8079,slumber slough,0.0001539908424369834,1,,
8080,small,0.0017457292082175171,8,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc3.txt, doc2.txt","At its height in the late 1980's, this program stockpiled of some of the most dangerous agents known to man - plague, smallpox, and anthrax - to name just a few. 
        
        ""Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet. 
        
        a willingness on the part of each of us to look past what is petty and small and sensational, and look ahead to what is necessary and purposeful. 
        
        I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi."
8081,small building,0.0002238717340885138,1,,
8082,small businesses,0.0004217268603055934,2,doc2.txt,"Change means a tax code that doesn't reward the lobbyists who wrote it, but the American workers and small businesses who deserve it. 
        
        I will eliminate capital gains taxes for the small businesses and the start-ups that will create the high-wage, high-tech jobs of tomorrow."
